taxon,species,genus,family,order,class,superclass,subphylum,phylum,kingdom,name,common 
Stylocordyla eous,eous,Stylocordyla,NA,NA,NA,NA,NA,NA,NA,Stylocordyla eous,Na
Buccinum triplostephanum,triplostephanum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum triplostephanum,Na
Cryogorgia koolsae,koolsae,Cryogorgia,NA,NA,NA,NA,NA,NA,NA,Cryogorgia koolsae,Na
Leptychaster anomalus,anomalus,Leptychaster,NA,NA,NA,NA,NA,NA,NA,Leptychaster anomalus,Na
Spirontocaris sp.,sp.,Spirontocaris,NA,NA,NA,NA,NA,NA,NA,Spirontocaris sp.,Na
Polymastia fluegeli,fluegeli,Polymastia,NA,NA,NA,NA,NA,NA,NA,Polymastia fluegeli,Na
Rocinela angustata,angustata,Rocinela,NA,NA,NA,NA,NA,NA,NA,Rocinela angustata,Na
Cryptonatica sp.,sp.,Cryptonatica,NA,NA,NA,NA,NA,NA,NA,Cryptonatica sp.,Na
Heterochone calyx,calyx,Heterochone,NA,NA,NA,NA,NA,NA,NA,Heterochone calyx,Na
Caryophylliidae,NA,Caryophylliidae,NA,NA,NA,NA,NA,NA,NA,Caryophylliidae,Na
Bonneviella sp.,sp.,Bonneviella,NA,NA,NA,NA,NA,NA,NA,Bonneviella sp.,Na
Icelinus sp.,sp.,Icelinus,NA,NA,NA,NA,NA,NA,NA,Icelinus sp.,Na
Psolus sp. A (Clark 2006),sp.,Psolus,NA,NA,NA,NA,NA,NA,NA,Psolus sp.,Na
Hiatella sp.,sp.,Hiatella,NA,NA,NA,NA,NA,NA,NA,Hiatella sp.,Na
Euphrosine multibranchiata,multibranchiata,Euphrosine,NA,NA,NA,NA,NA,NA,NA,Euphrosine multibranchiata,Na
Arctomelon sp. cf. stearnsii (Clark and McLean),sp.,Arctomelon,NA,NA,NA,NA,NA,NA,NA,Arctomelon sp.,Na
Cyclocardia sp.,sp.,Cyclocardia,NA,NA,NA,NA,NA,NA,NA,Cyclocardia sp.,Na
Actiniidae,NA,Actiniidae,NA,NA,NA,NA,NA,NA,NA,Actiniidae,Na
Mediaster tenellus,tenellus,Mediaster,NA,NA,NA,NA,NA,NA,NA,Mediaster tenellus,Na
Chelyosoma productum,productum,Chelyosoma,NA,NA,NA,NA,NA,NA,NA,Chelyosoma productum,Na
Myriapora orientalis,orientalis,Myriapora,NA,NA,NA,NA,NA,NA,NA,Myriapora orientalis,Na
Asbestopluma sp. A (Clark 2006),sp.,Asbestopluma,NA,NA,NA,NA,NA,NA,NA,Asbestopluma sp.,Na
Stylaster repandus,repandus,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster repandus,Na
Abietinaria sp.,sp.,Abietinaria,NA,NA,NA,NA,NA,NA,NA,Abietinaria sp.,Na
Serpula columbiana,columbiana,Serpula,NA,NA,NA,NA,NA,NA,NA,Serpula columbiana,Na
Diaulula sp. A (Clark 2006),sp.,Diaulula,NA,NA,NA,NA,NA,NA,NA,Diaulula sp.,Na
Amphiodia sp.,sp.,Amphiodia,NA,NA,NA,NA,NA,NA,NA,Amphiodia sp.,Na
Abietinaria greenei,greenei,Abietinaria,NA,NA,NA,NA,NA,NA,NA,Abietinaria greenei,Na
Diplopteraster sp.,sp.,Diplopteraster,NA,NA,NA,NA,NA,NA,NA,Diplopteraster sp.,Na
Thouarella sp. 1 (Bayer et al.),sp.,Thouarella,NA,NA,NA,NA,NA,NA,NA,Thouarella sp.,Na
Axinella sp.,sp.,Axinella,NA,NA,NA,NA,NA,NA,NA,Axinella sp.,Na
Beringius sp. F (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Latrunculia sp. B (Clark 2006),sp.,Latrunculia,NA,NA,NA,NA,NA,NA,NA,Latrunculia sp.,Na
Actinostola sp. B (Clark 2006),sp.,Actinostola,NA,NA,NA,NA,NA,NA,NA,Actinostola sp.,Na
Solaster sp. G (Clark),sp.,Solaster,NA,NA,NA,NA,NA,NA,NA,Solaster sp.,Na
Alcyonidium sp.,sp.,Alcyonidium,NA,NA,NA,NA,NA,NA,NA,Alcyonidium sp.,Na
Oceanactis sp.,sp.,Oceanactis,NA,NA,NA,NA,NA,NA,NA,Oceanactis sp.,Na
Idmidronea sp.,sp.,Idmidronea,NA,NA,NA,NA,NA,NA,NA,Idmidronea sp.,Na
Margarites sp. C (Clark and McLean),sp.,Margarites,NA,NA,NA,NA,NA,NA,NA,Margarites sp.,Na
Sycon compactum,compactum,Sycon,NA,NA,NA,NA,NA,NA,NA,Sycon compactum,Na
Cnidaria,NA,Cnidaria,NA,NA,NA,NA,NA,NA,NA,Cnidaria,Na
Crella brunnea,brunnea,Crella,NA,NA,NA,NA,NA,NA,NA,Crella brunnea,Na
Cerebratulus californienesis,californienesis,Cerebratulus,NA,NA,NA,NA,NA,NA,NA,Cerebratulus californienesis,Na
Henricia rhytisma,rhytisma,Henricia,NA,NA,NA,NA,NA,NA,NA,Henricia rhytisma,Na
Aleutihenricia beringiana,beringiana,Aleutihenricia,NA,NA,NA,NA,NA,NA,NA,Aleutihenricia beringiana,Na
Parastenella sp. A (Clark 2006),sp.,Parastenella,NA,NA,NA,NA,NA,NA,NA,Parastenella sp.,Na
Actinostola groenlandica,groenlandica,Actinostola,NA,NA,NA,NA,NA,NA,NA,Actinostola groenlandica,Na
Plumarella sp. D,sp.,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella sp.,Na
Regadrella okinoseana,okinoseana,Regadrella,NA,NA,NA,NA,NA,NA,NA,Regadrella okinoseana,Na
Amphilectus lobatus,lobatus,Amphilectus,NA,NA,NA,NA,NA,NA,NA,Amphilectus lobatus,Na
Distaplia smithi,smithi,Distaplia,NA,NA,NA,NA,NA,NA,NA,Distaplia smithi,Na
Microporina sp.,sp.,Microporina,NA,NA,NA,NA,NA,NA,NA,Microporina sp.,Na
Pseudostichopus sp.,sp.,Pseudostichopus,NA,NA,NA,NA,NA,NA,NA,Pseudostichopus sp.,Na
Distaplia sp.,sp.,Distaplia,NA,NA,NA,NA,NA,NA,NA,Distaplia sp.,Na
Astrochele sp. A (Clark 2006),sp.,Astrochele,NA,NA,NA,NA,NA,NA,NA,Astrochele sp.,Na
Chondrocladia concrescens,concrescens,Chondrocladia,NA,NA,NA,NA,NA,NA,NA,Chondrocladia concrescens,Na
Plumarella superba,superba,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella superba,Na
Vulcanella sp. 1,sp.,Vulcanella,NA,NA,NA,NA,NA,NA,NA,Vulcanella sp.,Na
Craniella villosa,villosa,Craniella,NA,NA,NA,NA,NA,NA,NA,Craniella villosa,Na
Echiura,NA,Echiura,NA,NA,NA,NA,NA,NA,NA,Echiura,Na
Eunice valens,valens,Eunice,NA,NA,NA,NA,NA,NA,NA,Eunice valens,Na
Aplidium n. sp. A,n.,Aplidium,NA,NA,NA,NA,NA,NA,NA,Aplidium n.,Na
Onchidiopsis sp.,sp.,Onchidiopsis,NA,NA,NA,NA,NA,NA,NA,Onchidiopsis sp.,Na
Actinostola sp. A (Clark 2006),sp.,Actinostola,NA,NA,NA,NA,NA,NA,NA,Actinostola sp.,Na
Celleporina ventricosa,ventricosa,Celleporina,NA,NA,NA,NA,NA,NA,NA,Celleporina ventricosa,Na
Florometra inexpectata,inexpectata,Florometra,NA,NA,NA,NA,NA,NA,NA,Florometra inexpectata,Na
Astarte sp.,sp.,Astarte,NA,NA,NA,NA,NA,NA,NA,Astarte sp.,Na
Thyonidium sp.,sp.,Thyonidium,NA,NA,NA,NA,NA,NA,NA,Thyonidium sp.,Na
Styela sp. B (Clark 2006),sp.,Styela,NA,NA,NA,NA,NA,NA,NA,Styela sp.,Na
Craniella sigmoancoratum,sigmoancoratum,Craniella,NA,NA,NA,NA,NA,NA,NA,Craniella sigmoancoratum,Na
Vulcanella sp.,sp.,Vulcanella,NA,NA,NA,NA,NA,NA,NA,Vulcanella sp.,Na
Thouarella sp. 2 (Bayer et al.),sp.,Thouarella,NA,NA,NA,NA,NA,NA,NA,Thouarella sp.,Na
Chaetognatha,NA,Chaetognatha,NA,NA,NA,NA,NA,NA,NA,Chaetognatha,Na
Ophiolebes sp. D (Clark 2006),sp.,Ophiolebes,NA,NA,NA,NA,NA,NA,NA,Ophiolebes sp.,Na
Cornulum clathriata,clathriata,Cornulum,NA,NA,NA,NA,NA,NA,NA,Cornulum clathriata,Na
Synallactes sp. A (Clark 2006),sp.,Synallactes,NA,NA,NA,NA,NA,NA,NA,Synallactes sp.,Na
Chondrocladia gigantea,gigantea,Chondrocladia,NA,NA,NA,NA,NA,NA,NA,Chondrocladia gigantea,Na
Pannychia moseleyi,moseleyi,Pannychia,NA,NA,NA,NA,NA,NA,NA,Pannychia moseleyi,Na
Isodictya palmata,palmata,Isodictya,NA,NA,NA,NA,NA,NA,NA,Isodictya palmata,Na
Stylocordyla borealis,borealis,Stylocordyla,NA,NA,NA,NA,NA,NA,NA,Stylocordyla borealis,Na
Gattyana ciliata,ciliata,Gattyana,NA,NA,NA,NA,NA,NA,NA,Gattyana ciliata,Na
Onchidiopsis sp. A (Clark and McLean),sp.,Onchidiopsis,NA,NA,NA,NA,NA,NA,NA,Onchidiopsis sp.,Na
Dipsacaster sp.,sp.,Dipsacaster,NA,NA,NA,NA,NA,NA,NA,Dipsacaster sp.,Na
Octopoteuthis deletron,deletron,Octopoteuthis,NA,NA,NA,NA,NA,NA,NA,Octopoteuthis deletron,Octopus squid
Oregonia sp.,sp.,Oregonia,NA,NA,NA,NA,NA,NA,NA,Oregonia sp.,Na
Psolidium bullatum,bullatum,Psolidium,NA,NA,NA,NA,NA,NA,NA,Psolidium bullatum,Na
Chrysopathes speciosa,speciosa,Chrysopathes,NA,NA,NA,NA,NA,NA,NA,Chrysopathes speciosa,Na
Echinoclathria sp. A (Clark 2006),sp.,Echinoclathria,NA,NA,NA,NA,NA,NA,NA,Echinoclathria sp.,Na
Hippoporina insculpta,insculpta,Hippoporina,NA,NA,NA,NA,NA,NA,NA,Hippoporina insculpta,Na
Leptagonus sp.,sp.,Leptagonus,NA,NA,NA,NA,NA,NA,NA,Leptagonus sp.,Na
Weberella bursa,bursa,Weberella,NA,NA,NA,NA,NA,NA,NA,Weberella bursa,Na
Notostomobdella sp.,sp.,Notostomobdella,NA,NA,NA,NA,NA,NA,NA,Notostomobdella sp.,Na
Suberites domuncula,domuncula,Suberites,NA,NA,NA,NA,NA,NA,NA,Suberites domuncula,Na
Neptunea sp. B (McLean and Clark),sp.,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea sp.,Na
Ophiosemnotes tylota,tylota,Ophiosemnotes,NA,NA,NA,NA,NA,NA,NA,Ophiosemnotes tylota,Na
Demospongiae,NA,Demospongiae,NA,NA,NA,NA,NA,NA,NA,Demospongiae,Na
Gorgonocephalus sp. cf. arcticus,sp.,Gorgonocephalus,NA,NA,NA,NA,NA,NA,NA,Gorgonocephalus sp.,Na
Gonatus middendorffi,middendorffi,Gonatus,NA,NA,NA,NA,NA,NA,NA,Gonatus middendorffi,Na
Errinopora sp. B (Clark 2006),sp.,Errinopora,NA,NA,NA,NA,NA,NA,NA,Errinopora sp.,Na
Ophiuridae,NA,Ophiuridae,NA,NA,NA,NA,NA,NA,NA,Ophiuridae,Na
Tubulipora sp.,sp.,Tubulipora,NA,NA,NA,NA,NA,NA,NA,Tubulipora sp.,Na
Neptunea insularis,insularis,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea insularis,Na
Volutopsius sp. D (Clark and McLean),sp.,Volutopsius,NA,NA,NA,NA,NA,NA,NA,Volutopsius sp. D (Clark and McLean),Na
Craniella sp. B,sp.,Craniella,NA,NA,NA,NA,NA,NA,NA,Craniella sp.,Na
Hippodiplosia sp.,sp.,Hippodiplosia,NA,NA,NA,NA,NA,NA,NA,Hippodiplosia sp.,Na
Volutomitra sp. A (Clark and McLean),sp.,Volutomitra,NA,NA,NA,NA,NA,NA,NA,Volutomitra sp.,Na
Arthrogorgia otsukai,otsukai,Arthrogorgia,NA,NA,NA,NA,NA,NA,NA,Arthrogorgia otsukai,Na
Anthozoa,NA,Anthozoa,NA,NA,NA,NA,NA,NA,NA,Anthozoa,Na
Cephalopoda,NA,Cephalopoda,NA,NA,NA,NA,NA,NA,NA,Cephalopoda,Na
Eusergestes similis,similis,Eusergestes,NA,NA,NA,NA,NA,NA,NA,Eusergestes similis,Na
Balanus nubilus,nubilus,Balanus,NA,NA,NA,NA,NA,NA,NA,Balanus nubilus,Na
Pyrulofusus sp.,sp.,Pyrulofusus,NA,NA,NA,NA,NA,NA,NA,Pyrulofusus sp.,Na
Beringius sp. C (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Bathyagonus sp.,sp.,Bathyagonus,NA,NA,NA,NA,NA,NA,NA,Bathyagonus sp.,Na
Tarletonbeania sp.,sp.,Tarletonbeania,NA,NA,NA,NA,NA,NA,NA,Tarletonbeania sp.,Na
Myxilla lacunosa,lacunosa,Myxilla,NA,NA,NA,NA,NA,NA,NA,Myxilla lacunosa,Na
Paralomis sp.,sp.,Paralomis,NA,NA,NA,NA,NA,NA,NA,Paralomis sp.,Na
Celleporina sp.,sp.,Celleporina,NA,NA,NA,NA,NA,NA,NA,Celleporina sp.,Na
Galiteuthis phyllura,phyllura,Galiteuthis,NA,NA,NA,NA,NA,NA,NA,Galiteuthis phyllura,Na
Stelodoryx alaskensis,alaskensis,Stelodoryx,NA,NA,NA,NA,NA,NA,NA,Stelodoryx alaskensis,Na
Pteraster sp. D (Clark),sp.,Pteraster,NA,NA,NA,NA,NA,NA,NA,Pteraster sp.,Na
Heterochone tenera,tenera,Heterochone,NA,NA,NA,NA,NA,NA,NA,Heterochone tenera,Na
Stylocordyla sp.,sp.,Stylocordyla,NA,NA,NA,NA,NA,NA,NA,Stylocordyla sp.,Na
Tentorium semisuberites,semisuberites,Tentorium,NA,NA,NA,NA,NA,NA,NA,Tentorium semisuberites,Na
Belonella borealis,borealis,Belonella,NA,NA,NA,NA,NA,NA,NA,Belonella borealis,Na
Chorilia sp.,sp.,Chorilia,NA,NA,NA,NA,NA,NA,NA,Chorilia sp.,Na
Solaster arcticus,arcticus,Solaster,NA,NA,NA,NA,NA,NA,NA,Solaster arcticus,Na
Paralepididae,NA,Paralepididae,NA,NA,NA,NA,NA,NA,NA,Paralepididae,Na
Diamphiodia occidentalis,occidentalis,Diamphiodia,NA,NA,NA,NA,NA,NA,NA,Diamphiodia occidentalis,Na
Leucandra tuba,tuba,Leucandra,NA,NA,NA,NA,NA,NA,NA,Leucandra tuba,Na
Cheiraster sp.,sp.,Cheiraster,NA,NA,NA,NA,NA,NA,NA,Cheiraster sp.,Na
Poromitra cristiceps,cristiceps,Poromitra,NA,NA,NA,NA,NA,NA,NA,Poromitra cristiceps,Na
Calcigorgia beringi,beringi,Calcigorgia,NA,NA,NA,NA,NA,NA,NA,Calcigorgia beringi,Na
Colus hypolispus,hypolispus,Colus,NA,NA,NA,NA,NA,NA,NA,Colus hypolispus,Na
Crispatotrochus foxi,foxi,Crispatotrochus,NA,NA,NA,NA,NA,NA,NA,Crispatotrochus foxi,Na
Eunoe senta,senta,Eunoe,NA,NA,NA,NA,NA,NA,NA,Eunoe senta,Na
Benthoctopus sp.,sp.,Benthoctopus,NA,NA,NA,NA,NA,NA,NA,Benthoctopus sp.,Na
Henricia aleutica,aleutica,Henricia,NA,NA,NA,NA,NA,NA,NA,Henricia aleutica,Na
Careproctus scottae,scottae,Careproctus,NA,NA,NA,NA,NA,NA,NA,Careproctus scottae,Na
Anthoptilum murrayi,murrayi,Anthoptilum,NA,NA,NA,NA,NA,NA,NA,Anthoptilum murrayi,Na
Gorgonocephalus sp.,sp.,Gorgonocephalus,NA,NA,NA,NA,NA,NA,NA,Gorgonocephalus sp.,Na
Ophiura luetkenii,luetkenii,Ophiura,NA,NA,NA,NA,NA,NA,NA,Ophiura luetkenii,Na
Protoptilum sp.,sp.,Protoptilum,NA,NA,NA,NA,NA,NA,NA,Protoptilum sp.,Na
Haliclona sp.,sp.,Haliclona,NA,NA,NA,NA,NA,NA,NA,Haliclona sp.,Na
Halipteris sp.,sp.,Halipteris,NA,NA,NA,NA,NA,NA,NA,Halipteris sp.,Na
Haliclona digitata,digitata,Haliclona,NA,NA,NA,NA,NA,NA,NA,Haliclona digitata,Na
Suberites montalbidus,montalbidus,Suberites,NA,NA,NA,NA,NA,NA,NA,Suberites montalbidus,Na
Errinopora dichotoma,dichotoma,Errinopora,NA,NA,NA,NA,NA,NA,NA,Errinopora dichotoma,Na
Henricia sp. E (Clark 2006),sp.,Henricia,NA,NA,NA,NA,NA,NA,NA,Henricia sp.,Na
Ophiura sp.,sp.,Ophiura,NA,NA,NA,NA,NA,NA,NA,Ophiura sp.,Na
Bathylagus ochotensis,ochotensis,Bathylagus,NA,NA,NA,NA,NA,NA,NA,Bathylagus ochotensis,Na
Stylaster crassiseptum,crassiseptum,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster crassiseptum,Na
Mangelia carlottae,carlottae,Mangelia,NA,NA,NA,NA,NA,NA,NA,Mangelia carlottae,Na
Errinopora fisheri,fisheri,Errinopora,NA,NA,NA,NA,NA,NA,NA,Errinopora fisheri,Na
Stylaster alaskanus,alaskanus,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster alaskanus,Na
Lycenchelys camchatica,camchatica,Lycenchelys,NA,NA,NA,NA,NA,NA,NA,Lycenchelys camchatica,Na
Hymeniacidon assimilis,assimilis,Hymeniacidon,NA,NA,NA,NA,NA,NA,NA,Hymeniacidon assimilis,Na
Monanchora alaskensis,alaskensis,Monanchora,NA,NA,NA,NA,NA,NA,NA,Monanchora alaskensis,Na
Stylaster trachystomus,trachystomus,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster trachystomus,Na
Craniella arb,arb,Craniella,NA,NA,NA,NA,NA,NA,NA,Craniella arb,Na
Ophiolebes sp. F (Clark 2006),sp.,Ophiolebes,NA,NA,NA,NA,NA,NA,NA,Ophiolebes sp.,Na
Inflatella globosa,globosa,Inflatella,NA,NA,NA,NA,NA,NA,NA,Inflatella globosa,Na
Haliclona sp. 2 (Stone et al. 2011),sp.,Haliclona,NA,NA,NA,NA,NA,NA,NA,Haliclona sp.,Na
Leptasterias katharinae,katharinae,Leptasterias,NA,NA,NA,NA,NA,NA,NA,Leptasterias katharinae,Na
Benthoctopus oregonensis,oregonensis,Benthoctopus,NA,NA,NA,NA,NA,NA,NA,Benthoctopus oregonensis,Na
Acanthascus sp.,sp.,Acanthascus,NA,NA,NA,NA,NA,NA,NA,Acanthascus sp.,Na
Ophiopholis japonica,japonica,Ophiopholis,NA,NA,NA,NA,NA,NA,NA,Ophiopholis japonica,Na
Aplidium sp.,sp.,Aplidium,NA,NA,NA,NA,NA,NA,NA,Aplidium sp.,Na
Cladocroce kiska,kiska,Cladocroce,NA,NA,NA,NA,NA,NA,NA,Cladocroce kiska,Na
Acanthascus sp. A,sp.,Acanthascus,NA,NA,NA,NA,NA,NA,NA,Acanthascus sp.,Na
Halipteris sp. A (Stone 2015),sp.,Halipteris,NA,NA,NA,NA,NA,NA,NA,Halipteris sp.,Na
Leptasterias camtschatica,camtschatica,Leptasterias,NA,NA,NA,NA,NA,NA,NA,Leptasterias camtschatica,Na
Mycale tylota,tylota,Mycale,NA,NA,NA,NA,NA,NA,NA,Mycale tylota,Na
Plumarella hapala,hapala,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella hapala,Na
Volutopsius sp. C (Clark and McLean),sp.,Volutopsius,NA,NA,NA,NA,NA,NA,NA,Volutopsius sp. C (Clark and McLean),Na
Halichondria sitiens,sitiens,Halichondria,NA,NA,NA,NA,NA,NA,NA,Halichondria sitiens,Na
Leptasterias groenlandica,groenlandica,Leptasterias,NA,NA,NA,NA,NA,NA,NA,Leptasterias groenlandica,Na
Buccinum rondinum,rondinum,Buccinum,NA,NA,NA,NA,NA,NA,NA,Buccinum rondinum,Na
Antipatharia,NA,Antipatharia,NA,NA,NA,NA,NA,NA,NA,Antipatharia,Na
Parantipathes sp.,sp.,Parantipathes,NA,NA,NA,NA,NA,NA,NA,Parantipathes sp.,Na
Styela sp. A (Clark 2006),sp.,Styela,NA,NA,NA,NA,NA,NA,NA,Styela sp.,Na
Umbellula sp.,sp.,Umbellula,NA,NA,NA,NA,NA,NA,NA,Umbellula sp.,Na
Suberites sp. A (Clark 2006),sp.,Suberites,NA,NA,NA,NA,NA,NA,NA,Suberites sp.,Na
Parastichopus sp.,sp.,Parastichopus,NA,NA,NA,NA,NA,NA,NA,Parastichopus sp.,Na
Pagurus townsendi,townsendi,Pagurus,NA,NA,NA,NA,NA,NA,NA,Pagurus townsendi,Na
Henricia dyscrita,dyscrita,Henricia,NA,NA,NA,NA,NA,NA,NA,Henricia dyscrita,Na
Artemisina arcigera,arcigera,Artemisina,NA,NA,NA,NA,NA,NA,NA,Artemisina arcigera,Na
Stylaster parageus,parageus,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster parageus,Na
Plumarella aleutiana,aleutiana,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella aleutiana,Na
Anthothela grandiflora,grandiflora,Anthothela,NA,NA,NA,NA,NA,NA,NA,Anthothela grandiflora,Na
Arthrogorgia kinoshitai,kinoshitai,Arthrogorgia,NA,NA,NA,NA,NA,NA,NA,Arthrogorgia kinoshitai,Na
Stylaster verrilli,verrilli,Stylaster,NA,NA,NA,NA,NA,NA,NA,Stylaster verrilli,Na
Ophiolebes sp. B (Clark 2006),sp.,Ophiolebes,NA,NA,NA,NA,NA,NA,NA,Ophiolebes sp.,Na
Javania sp.,sp.,Javania,NA,NA,NA,NA,NA,NA,NA,Javania sp.,Na
Leucandra sp.,sp.,Leucandra,NA,NA,NA,NA,NA,NA,NA,Leucandra sp.,Na
Nannobrachium sp.,sp.,Nannobrachium,NA,NA,NA,NA,NA,NA,NA,Nannobrachium sp.,Na
Puzanovia rubra,rubra,Puzanovia,NA,NA,NA,NA,NA,NA,NA,Puzanovia rubra,Na
Distaplia sp. A (Clark 2006),sp.,Distaplia,NA,NA,NA,NA,NA,NA,NA,Distaplia sp.,Na
Serpulidae,NA,Serpulidae,NA,NA,NA,NA,NA,NA,NA,Serpulidae,Na
Penaeidae,NA,Penaeidae,NA,NA,NA,NA,NA,NA,NA,Penaeidae,Na
Peltodoris lentiginosa,lentiginosa,Peltodoris,NA,NA,NA,NA,NA,NA,NA,Peltodoris lentiginosa,Na
Cladaster sp.,sp.,Cladaster,NA,NA,NA,NA,NA,NA,NA,Cladaster sp.,Na
Scopelosaurus sp.,sp.,Scopelosaurus,NA,NA,NA,NA,NA,NA,NA,Scopelosaurus sp.,Na
Arctonoe vittata,vittata,Arctonoe,NA,NA,NA,NA,NA,NA,NA,Arctonoe vittata,Na
Errinopora pourtalesi,pourtalesi,Errinopora,NA,NA,NA,NA,NA,NA,NA,Errinopora pourtalesi,Na
Idoteidae,NA,Idoteidae,NA,NA,NA,NA,NA,NA,NA,Idoteidae,Na
Beringius sp. G (McLean and Clark),sp.,Beringius,NA,NA,NA,NA,NA,NA,NA,Beringius sp.,Na
Serpula sp.,sp.,Serpula,NA,NA,NA,NA,NA,NA,NA,Serpula sp.,Na
Isidella sp.,sp.,Isidella,NA,NA,NA,NA,NA,NA,NA,Isidella sp.,Na
Notostomus sp.,sp.,Notostomus,NA,NA,NA,NA,NA,NA,NA,Notostomus sp.,Na
Pandalopsis sp. cf. lamelligera,sp.,Pandalopsis,NA,NA,NA,NA,NA,NA,NA,Pandalopsis sp.,Na
Balanus hesperius,hesperius,Balanus,NA,NA,NA,NA,NA,NA,NA,Balanus hesperius,Na
Terebratulina unguicula,unguicula,Terebratulina,NA,NA,NA,NA,NA,NA,NA,Terebratulina unguicula,Na
Colossendeis microsetosa,microsetosa,Colossendeis,NA,NA,NA,NA,NA,NA,NA,Colossendeis microsetosa,Na
Hippasteria leiopelta,leiopelta,Hippasteria,NA,NA,NA,NA,NA,NA,NA,Hippasteria leiopelta,Na
Lamellaria sp. C (Clark and McLean),sp.,Lamellaria,NA,NA,NA,NA,NA,NA,NA,Lamellaria sp.,Na
Liparis ochotensis,ochotensis,Liparis,NA,NA,NA,NA,NA,NA,NA,Liparis ochotensis,Na
Neptunea middendorffii,middendorffii,Neptunea,NA,NA,NA,NA,NA,NA,NA,Neptunea middendorffii,Na
Careproctus simus,simus,Careproctus,NA,NA,NA,NA,NA,NA,NA,Careproctus simus,Na
Boreotrophon elegantulus,elegantulus,Boreotrophon,NA,NA,NA,NA,NA,NA,NA,Boreotrophon elegantulus,Na
Leptochiton belknapi,belknapi,Leptochiton,NA,NA,NA,NA,NA,NA,NA,Leptochiton belknapi,Na
Taonius pavo,pavo,Taonius,NA,NA,NA,NA,NA,NA,NA,Taonius pavo,Na
Psolidae,NA,Psolidae,NA,NA,NA,NA,NA,NA,NA,Psolidae,Na
Margarites sp.,sp.,Margarites,NA,NA,NA,NA,NA,NA,NA,Margarites sp.,Na
Ptilosarcus sp.,sp.,Ptilosarcus,NA,NA,NA,NA,NA,NA,NA,Ptilosarcus sp.,Na
Chiridota sp.,sp.,Chiridota,NA,NA,NA,NA,NA,NA,NA,Chiridota sp.,Na
Stegophiura nodosa,nodosa,Stegophiura,NA,NA,NA,NA,NA,NA,NA,Stegophiura nodosa,Na
Clavularia sp. cf. evagorgiacrustans (Bayer et al.),sp.,Clavularia,NA,NA,NA,NA,NA,NA,NA,Clavularia sp.,Na
Crepidula sp.,sp.,Crepidula,NA,NA,NA,NA,NA,NA,NA,Crepidula sp.,Na
Luidia sp.,sp.,Luidia,NA,NA,NA,NA,NA,NA,NA,Luidia sp.,Na
Cyclopecten sp.,sp.,Cyclopecten,NA,NA,NA,NA,NA,NA,NA,Cyclopecten sp.,Na
Tubulanus sp. A (Clark 2006),sp.,Tubulanus,NA,NA,NA,NA,NA,NA,NA,Tubulanus sp.,Na
Leucandra sp. A (Clark 2006),sp.,Leucandra,NA,NA,NA,NA,NA,NA,NA,Leucandra sp.,Na
Leucosolenia sp.,sp.,Leucosolenia,NA,NA,NA,NA,NA,NA,NA,Leucosolenia sp.,Na
Farrea beringiana,beringiana,Farrea,NA,NA,NA,NA,NA,NA,NA,Farrea beringiana,Na
Phakellia sp.,sp.,Phakellia,NA,NA,NA,NA,NA,NA,NA,Phakellia sp.,Na
Gephyreaster sp.,sp.,Gephyreaster,NA,NA,NA,NA,NA,NA,NA,Gephyreaster sp.,Na
Nearchaster sp.,sp.,Nearchaster,NA,NA,NA,NA,NA,NA,NA,Nearchaster sp.,Na
Cyclothone sp.,sp.,Cyclothone,NA,NA,NA,NA,NA,NA,NA,Cyclothone sp.,Na
Leptasterias stolocantha,stolocantha,Leptasterias,NA,NA,NA,NA,NA,NA,NA,Leptasterias stolocantha,Na
Aforia sp.,sp.,Aforia,NA,NA,NA,NA,NA,NA,NA,Aforia sp.,Na
Plexauridae,NA,Plexauridae,NA,NA,NA,NA,NA,NA,NA,Plexauridae,Na
Paraliparis albeolus,albeolus,Paraliparis,NA,NA,NA,NA,NA,NA,NA,Paraliparis albeolus,Na
Chelyosoma orientale,orientale,Chelyosoma,NA,NA,NA,NA,NA,NA,NA,Chelyosoma orientale,Na
Trididemnum opacum,opacum,Trididemnum,NA,NA,NA,NA,NA,NA,NA,Trididemnum opacum,Na
Plumarella robusta,robusta,Plumarella,NA,NA,NA,NA,NA,NA,NA,Plumarella robusta,Na
Neognathophausia sp.,sp.,Neognathophausia,NA,NA,NA,NA,NA,NA,NA,Neognathophausia sp.,Na
